index;type;number;name;digit1;digit2;dimensions;surface;elevation;lat;lng;reference;region
305;LAD;2515;LA CAUTIVA;15;33;600x20;TIERRA;57 mts.;310037,00S;0592023,00W;14 Km al SE de YESO, Provincia de ENTRE RÍOS;DRCE
306;LAD;2516;EO. LA SISTINA;01;19;1000x30;TIERRA;102 mts.;365843,00S;0622616,00W;4 Km al NNW de GUAMINI, Provincia de BUENOS AIRES;DRCE
307;LADH;2518;HOSPITAL DOMINGO FUNES;0;0;12x12;TIERRA;800 mts.;311748,00S;0642719,00W;6 Km al S de COSQUIN, Provincia de CÓRDOBA;DRNO
308;LAD;2519;EA. LA MARIA;18;36;1100x25;TIERRA;23 mts.;325612,00S;0584039,00W;4 Km al NW de PALAVECINO , Provincia de ENTRE RÍOS;DRCE
309;LAD;2520;EA. CABAÑA CAA CUPE;08;26;1200x30;TIERRA;62 mts.;273200,00S;0583500,00W;5 Km al SW de SAN LUIS DEL PALMAR, Provincia de CORRIENTES;DRNE
310;LAD;2522;EA. LA CABAÑA;08;26;1200x30;TIERRA;160 mts.;370812,00S;0620041,00W;11 Km al SW de HUANGUELEN, Provincia de BUENOS AIRES;DRCE
311;LAD;2523;LEVAGRO S.H.;18;36;1200x50;TIERRA;172 mts.;340245,00S;0635510,00W;1 Km al S de GENERAL LEVALLE, Provincia de CÓRDOBA;DRCE
312;LAD;2524;PICO TRUNCADO;09;27;1000x30;TIERRA;285 mts.;464815,00S;0675700,00W;1 Km al S de PICO TRUNCADO, Provincia de SANTA CRUZ;DRSU
313;LAD;2525;FINCA EL ZANJON;12;30;940x24;TIERRA;910 mts.;245702,00S;0645144,00W;37 Km al SE de GENERAL GÜEMES, Provincia de SALTA;DRNO
314;LAD;2527;AGROEDERA S.A.;18;36;1000x30;TIERRA;127 mts.;334325,00S;0624125,00W;17 Km al S de ALEJO LEDESMA, Provincia de CÓRDOBA;DRNO
315;LAD;2528;QUINTA DOÑA CATA;02;20;800x25;TIERRA;124 mts.;334459,00S;0630632,00W;1 Km al SW de VIAMONTE, Provincia de CÓRDOBA;DRNO
316;LAD;2529;EO. LA RESERVA;16;34;1000x50;TIERRA;300 mts.;352159,00S;0655508,00W;23 Km al S de UNION, Provincia de SAN LUIS;DRNO
317;LAD;2530;SANTA FLORIDA;01;19;1100x50;TIERRA;100 mts.;331201,00S;0623005,00W;10 Km al E de MONTE MAIZ, Provincia de CÓRDOBA;DRNO
318;LAD;2531;LOS HERMANOS;18;36;1100x50;TIERRA;150 mts.;343602,00S;0643600,00W;26 Km al N de VILLA HUIDOBRO, Provincia de CÓRDOBA;DRNO
319;LAD;2533;COLONIA ALPINA - MIGUEL A. GODINO;01;19;800x15;TIERRA;55 mts.;301034,00S;0620616,00W;14 Km al S de COLONIA ALPINA, Provincia de SANTIAGO DEL ESTERO;DRNO
320;LAD;2534;EA. LA DIVISION;14;32;1200x30;TIERRA;120 mts.;365841,00S;0624527,00W;23 Km al N de CARHUE, Provincia de BUENOS AIRES;DRCE
321;LAD;2535;EA. LA LUCIANA;01;19;850x25;TIERRA;195 mts.;301805,00S;0633136,00W;16 Km al SE de SEBASTIAN ELCANO, Provincia de CÓRDOBA;DRNO
322;LAD;2536;EO. PIEDRA MORA;18;36;1350x30;TIERRA;260 mts.;304458,00S;0634348,00W;2,5 Km al SSW de CAÑADA DE LUQUE, Provincia de CÓRDOBA;DRNO
323;LAD;2537;EA. EL ALEGRE;18;36;950x50;TIERRA;250 mts.;341425,00S;0644550,00W;33 Km al N de VILLA VALERIA, Provincia de CÓRDOBA;DRNO
324;LAD;2538;EL RECUERDO - MORRESI;13;31;590x40;TIERRA;86 mts.;351902,00S;0612157,00W;5 Km al SSE de QUIROGA, Provincia de BUENOS AIRES;DRCE
325;LAD;2540;EA. LAS DORITAS;18;36;900x30;TIERRA;96 mts.;253238,00S;0594515,00W;25 Km al SSW de COMANDANTE FONTANA, Provincia de FORMOSA;DRNE
326;LAD;2541;EL MIRADOR-CORRIENTES;03;21;900x30;TIERRA;57 mts.;284543,00S;0580100,00W;27 Km al N de YUQUERI, Provincia de CORRIENTES;DRNE
327;LADH;2542;PROEMTUR S.A;0;0;50x50;TIERRA;512 mts;315758,00S;0642212,00W;1,3 km Km al N de SAN AGUSTIN, Provincia de CÓRDOBA;DRNO
328;LAD;2544;LA CARRETA;01;19;1500x30;TIERRA;74 mts.;284343,00S;0613434,00W;12,5 Km al SSE de VILLA MINETI, Provincia de SANTA FE;DRNO
329;LAD;2546;LA FLORIDA;01;19;1300x30;TIERRA;140 mts.;333031,00S;0625533,00W;8 Km al NNW de CANALS, Provincia de CÓRDOBA;DRNO
330;LAD;2548;LAS UNIDAS CORRALES;17;35;1000x30;TIERRA;58 mts;275111,00S;0594509,00W;19,5 km Km al E de COMUNA  LA SABANA, Provincia de CHACO;DRNE
331;LAD;2549;LAS UNIDAS CASCO;15;33;800x30;TIERRA;59 mts.;275008,00S;0594810,00W;15 Km al E de COMUNA LA SABANA, Provincia de CHACO;DRNE
332;LAD;2550;LA MATILDE;18;36;1800x60;TIERRA;59 mts.;292045,00S;0595212,00W;10,5 Km al NE de MALABRIGO, Provincia de SANTA FE;DRNE
333;LAD;2551;EL LUCERO-SANTA FE;18;36;1500x50;TIERRA;62 mts.;295415,00S;0605006,00W;39 Km al NE de HUANQUERO, Provincia de SANTA FE;DRNE
334;LAD;2552;CASTELLI;01;19;750x18;TIERRA;10 mts.;360559,00S;0575202,00W;5 Km al WSW de CASTELLI, Provincia de BUENOS AIRES;DRCE
335;LAD;2553;SALVUCCI AVIACION-ROVERSI;01;19;1200x25;TIERRA;150 mts.;273631,00S;0615705,00W;2 Km al SSW de ROVERSI, Provincia de SANTIAGO DEL ESTERO;DRNO
336;LAD;2554;EO. SAN SANTIAGO;04;22;870x30;TIERRA;225 mts.;373742,00S;0585910,00W;20 Km al W de NAPALEUFU, Provincia de BUENOS AIRES;DRCE
337;LAD;2555;EA. LA PRADERA;04;22;1000x30;TIERRA;902 mts.;352628,00S;0614628,00W;9 Km al SSE de LAS TOSCAS, Provincia de BUENOS AIRES;DRCE
338;LAD;2556;EA. SANTO TOMAS;13;31;1300x45;TIERRA;222 mts.;251108,00S;0624439,00W;12,1 Km al NE de TACO POZO, Provincia de CHACO;DRNO
339;LAD;2557;EA. EL VOLCAN;13;31;1000x30;TIERRA;130 mts.;374730,00S;0580215,00W;9 Km al N de BALCARCE, Provincia de BUENOS AIRES;DRCE
340;LAD;2558;EA. LA PRADERA - ZUNESMA;09;27;1000x50;TIERRA;96 mts.;265818,00S;0615837,00W;32 Km al NW de OTUMPA , Provincia de SANTIAGO DEL ESTERO;DRNO
341;LAD;2559;PASO DE LAS PIEDRAS;01;19;900x28;TIERRA;50 mts.;314201,00S;0600606,00W;19 Km al W de VILLA MARIA GRANDE, Provincia de ENTRE RÍOS;DRCE
342;LAD;2560;EA. CORRIENTES / SOL DE JULIO;01;19;455x30;TIERRA;440 mts.;293500,00S;0632800,00W;9 Km al SW de SOL DE JULIO, Provincia de SANTIAGO DEL ESTERO;DRNO
343;LAD;2561;EA. LA TARUCA PAMPA;17;35;1500x30;TIERRA;270 mts.;285300,00S;0632900,00W;14 Km al N de LOS TELARES , Provincia de SANTIAGO DEL ESTERO;DRNO
344;LAD;2562;POTRERO DE GARAY;18;36;780x30;TIERRA;759 mts.;314726,00S;0643219,00W;19 Km al NE de VA GRAL BELGRANO, Provincia de CÓRDOBA;DRNO
345;LAD;2563;SANTILLO SERVICIOS S.R.L.;18;36;1350x40;TIERRA;32 mts.;285301,00S;0621503,00W;1 Km al SE de BANDERA, Provincia de SANTIAGO DEL ESTERO;DRNO
346;LAD;2564;LA SEÑORA DEL MILAGRO S.R.L.;06;24;1000x30;TIERRA;24 mts.;335904,00S;0590634,00W;11 Km al NE de LIMA, Provincia de BUENOS AIRES;DRCE
347;LAD;2565;EO. LA ARGENTINA;1,836;1,432;"950x18
630x18";TIERRA;189 mts.;375509,00S;0603137,00W;11 Km al SE de DE LA GARMA, Provincia de BUENOS AIRES;DRCE
348;LAD;2566;EL GAUCHO;18;36;600x40;TIERRA;100 mts.;310238,00S;0615900,00W;8 Km al SE de PORTEÑA, Provincia de CÓRDOBA;DRNO
349;LAD;2567;CRIADERO;04;22;755x24;TIERRA;89 mts.;341219,00S;0613202,00W;2 Km al S de TEODELINA, Provincia de SANTA FE;DRCE
350;LAD;2568;EA. LA ELVIRA;08;26;1200x12;TIERRA;20 mts.;423225,00S;0633859,00W;10 Km al S de VALDES, Provincia de CHUBUT;DRSU
351;LADH;2569;ALDEA POTRERILLO;0;0;100x200;TIERRA;895 mts.;314750,00S;0643534,00W;21 Km al SW de ALTA GRACIA, Provincia de CÓRDOBA;DRCE
352;LAD;2570;EA. DOS RANCHOS;10;28;900x50;TIERRA;300 mts.;265209,00S;0583838,90W;7,42 Km al N de GRAL VEDIA, Provincia de CHACO;DRNE
353;LAD;2571;EA. LA PEPA;18;36;900x30;TIERRA;107 mts.;291316,00S;0580140,00W;6 Km al SE de MERCEDES, Provincia de CORRIENTES;DRNE
354;LAD;2572;LOS COLORADOS;01;19;1000x35;TIERRA;455 mts.;243915,00S;0640945,00W;15 Km al NE de RÍO DEL VALLE, Provincia de SALTA;DRNO
355;LAD;2573;LAS LOMITAS-BS.AS.;05;23;600x25;TIERRA;46 mts.;333233,00S;0602346,00W;7 Km al NW de GRAL CONESA, Provincia de BUENOS AIRES;DRCE
356;LADH;2574;HOTEL HERMITAGE;0;0;33x40;TIERRA;2 mts.;380026,00S;0573221,00W;0,5 Km al W de MAR DEL PLATA, Provincia de BUENOS AIRES;DRCE
357;LAD;2575;EA. EL YUCHAN / ARCOR;18;36;900x60;TIERRA;134 mts.;274737,90S;0625926,70W;3 Km al NW de YUCHAN, Provincia de SANTIAGO DEL ESTERO;DRNO
358;LAD;2576;LA CHACRA;18;36;850x50;TIERRA;708 mts.;303837,00S;0641259,00W;5,87 Km al SW de AVELLANEDA , Provincia de CÓRDOBA;DRNO
359;LAD;2577;EA. LA CONSTANCIA;01;19;1100x20;TIERRA;79 mts.;283417,00S;0615305,00W;24 Km al SE de LOS JURIES, Provincia de SANTIAGO DEL ESTERO;DRNO
360;LAD;2578;SAUZALITO;04;22;1200x23;TIERRA;176 mts.;242652,20S;0614132,20W;6 Km al S de SAUZALITO , Provincia de CHACO;DRNE
361;LAD;2579;LAS ARRIAS /GARELLO;03;21;1200x20;TIERRA;182 mts.;302621,00S;0633507,00W;9 Km al S de ARRIAS, Provincia de CÓRDOBA;DRNO
362;LAD;2580;EA. SANTA DOMINGA;02;20;1030x90;TIERRA;178 mts.;364136,00S;0604103,00W;40 Km al NW de OLAVARRIA, Provincia de BUENOS AIRES;DRCE
363;LAD;2581;AEROMEGA;04;22;1217x50;TIERRA;100 mts.;335559,00S;0642411,00W;3 Km al SW de VICUÑA MACKENA, Provincia de CÓRDOBA;DRNO
364;LAD;2583;LAS MOSTAZAS;18;36;1250x60;TIERRA;104 mts.;300635,00S;0625028,00W;13 Km al NE de RINCONADA, Provincia de CÓRDOBA;DRNO
365;LAD;2584;EA. LOS TILOS;18;36;850x40;TIERRA;185 mts.;372432,00S;0611216,00W;17,5 Km al S de GRAL LAMADRID, Provincia de BUENOS AIRES;DRCE
366;LADH;2585;LOS MIMBRES;0;0;50x50;TIERRA;653 mts.;312304,00S;0642914,00W;2,5 Km al NNE de VILLA CARLOS PAZ, Provincia de CÓRDOBA;DRNO
367;LADH;2586;AREA LAGO ESCONDIDO;0;0;100x100;TIERRA;468 mts.;413634,00S;0713823,00W;31 Km al NNW de EL BOLSON, Provincia de RÍO NEGRO;DRSU
368;LAD;2587;TRATAYEN;13;31;900x15;TIERRA;394 mts.;382442,00S;0683727,00W;18 Km al ESE de AÑELO, Provincia de NEUQUEN;DRCE
369;LAD;2588;COLONIA DURAN;09;27;1000x40;TIERRA;200 mts.;293317,00S;0600030,00W;22 Km al SE de VERA, Provincia de SANTA FE;DRNE
370;LAD;2589;ARROCERA DESAGUADERO;01;19;1000x40;TIERRA;125 mts.;301115,00S;0595557,00W;31 Km al SSE de ALEJANDRA, Provincia de SANTA FE;DRNE
371;LAD;2591;EL LUCERO-CORDOBA;01;19;1000x24;TIERRA;107 mts.;333653,00S;0622550,00W;11 Km al NE de SATURNINO LASPIUR, Provincia de CÓRDOBA;DRNO
372;LAD;2592;LA LEONOR;04;22;740x30;TIERRA;50 mts.;333649,00S;0601935,00W;3 Km al SE de GRAL CONESA, Provincia de BUENOS AIRES;DRCE
373;LAD;2593;EUFEMIA / BONO;01;19;900x27;TIERRA;114 mts.;330627,00S;0631153,00W;8 Km al E de CHAZON, Provincia de CÓRDOBA;DRNO
374;LAD;2594;GESSLER;01;19;900x18;TIERRA;43 mts.;315340,00S;0610822,00W;2 Km al SSW de GESSLER, Provincia de SANTA FE;DRCE
375;LAD;2595;EA. RAMON II;18;36;710x41;TIERRA;140 mts.;350630,00S;0634852,00W;23 Km al SE de HILARÍO LAGOS, Provincia de LA PAMPA;DRCE
376;LAD;2597;LA SARITA;18;36;1000x25;TIERRA;180 mts.;332236,00S;0633430,00W;10 Km al W de LOS CISNES, Provincia de CÓRDOBA;DRNO
377;LAD;2598;EA. LA VERDE-SANTA CRUZ;09;27;1000x20;TIERRA;420 mts.;482419,00S;0703322,00W;46 Km al NW de GOB GREGORES, Provincia de SANTA CRUZ;DRSU
378;LAD;2599;AGROPECUARIA CANTOMI S.A.;12;30;1400x40;TIERRA;74 mts.;395524,00S;0645436,00W;45 Km al WNW de GRAL CONESA, Provincia de RÍO NEGRO;DRSU
379;LADH;2600;EL CASTILLO;0;0;50x30;TIERRA;653 mts.;310906,00S;0641749,00W;1 Km al S de SALSIPUEDES, Provincia de CÓRDOBA;DRNO
380;LAD;2602;EA. LA MONEDA;15;33;1000x30;TIERRA;689 mts.;334650,00S;0660408,00W;43 Km al SSW de FRAGA, Provincia de SAN LUIS;DRCE
381;LAD;2603;LA PALMIRA;05;23;1200x30;TIERRA;546 mts.;305215,00S;0645919,00W;1,5 Km al S de VILLA DE SOTO, Provincia de CÓRDOBA;DRNO
382;LAD;2604;SAN ANTONIO;01;19;800x50;TIERRA;77 mts.;274255,00S;0571554,00W;6 Km al NNE de LORETO, Provincia de CORRIENTES;DRNE
383;LAD;2605;EA. SUYAI - LAGO PUEYRREDON;15;33;1000x20;TIERRA;159 mts.;472151,00S;0715833,00W;28 Km al NW de LAGO POSADAS, Provincia de SANTA CRUZ;DRSU
384;LAD;2607;EL PORVENIR;18;36;1000x25;TIERRA;475 mts.;321234,00S;0654836,00W;3 Km al NNW de QUINES, Provincia de SAN LUIS;DRNO
385;LAD;2608;LAS MERCEDES;18;36;750x40;TIERRA;138 mts.;335758,00S;0632301,00W;"6 Km al NE de FRAY CAYETANO RODRIGUEZ,
Provincia de CÓRDOBA";DRNO
386;LAD;2609;SANTA PAZ;04;22;900x30;TIERRA;338 mts.;345754,00S;0652718,00W;18 Km al NNW de FORTUNA, Provincia de SAN LUIS;DRNO
387;LAD;2610;EO. SAN ANTONIO-SAN LUIS;18;36;1100x30;TIERRA;855 mts.;324030,00S;0650343,00W;7 Km al W de PAPAGALLOS, Provincia de SAN LUIS;DRNO
388;LAD;2611;EA. LOS TOROS;17;35;655x20;TIERRA;40 mts.;340952,00S;0593534,00W;5 Km al NE de DUGGAN, Provincia de BUENOS AIRES;DRCE
389;LAD;2612;DON CARLOS;02;20;1000x30;TIERRA;127 mts.;333219,00S;0623420,00W;9 Km al NNE de ALEJO LEDESMA, Provincia de CÓRDOBA;DRCE
390;LAD;2613;EA. LA CRIOLLA;18;36;1000x25;TIERRA;54 mts.;300855,00S;0601936,00W;1,8 Km al ESE de VERA Y PINTADO, Provincia de SANTA FE;DRNE
391;LAD;2614;EA. LA BELLACA;14;32;1000x65;TIERRA;63 mts.;353353,00S;0602723,00W;8 Km al E de MOREA, Provincia de BUENOS AIRES;DRCE
392;LAD;2615;EA. LA BIZNAGA;14;32;1000x100;TIERRA;32 mts.;352335,00S;0592728,00W;12 Km al W de ROQUE PEREZ, Provincia de BUENOS AIRES;DRCE
393;LAD;2616;EA. MAGDALA;04;22;1300x100;TIERRA;95 mts.;360427,00S;0614251,00W;2 Km al ENE de MAGDALA, Provincia de BUENOS AIRES;DRCE
394;LAD;2618;FORTIN ACHA;18;36;1200x30;TIERRA;71 mts.;342326,00S;0612708,00W;8 Km al SE de FORTIN ACHA, Provincia de BUENOS AIRES;DRCE
395;LAD;2619;EA. LA MODERNA;09;27;1200x30;TIERRA;115 mts.;355705,00S;0595031,00W;25 Km al NE de GONZALEZ CHAVEZ, Provincia de BUENOS AIRES;DRCE
396;LAD;2620;EA. LOS GUASUNCHOS;18;36;1500x30;TIERRA;85 mts.;281910,00S;0613631,00W;7 Km al WSW de LA MARGARITA, Provincia de SANTA FE;DRCE
397;LAD;2621;FERIA EA. LOS GUASUNCHOS;18;36;1500x30;TIERRA;76 mts.;282107,00S;0613622,00W;8 Km al SW de LA MARGARITA, Provincia de SANTA FE;DRCE
398;LAD;2622;EA. RINCON DE SAN JOSE;07;25;1450x37;TIERRA;67 mts.;290623,00S;0574156,00W;38 Km al ENE de MERCEDES, Provincia de CORRIENTES;DRNE
399;LAD;2624;SAN AGUSTIN / HUGO GRAZIANI;01;19;840x25;TIERRA;633 mts.;320214,00S;0642142,00W;7 Km al SSE de SAN AGUSTIN, Provincia de CÓRDOBA;DRNO
400;LAD;2625;EA. EL PUCARA;18;36;1200x30;TIERRA;30 mts.;354905,00S;0584119,00W;18 Km al ESE de GRAL BELGRANO, Provincia de BUENOS AIRES;DRCE
401;LAD;2626;EA. LOS CALDENES;14;32;1200x30;TIERRA;380 mts.;343000,00S;0624800,00W;16 Km al ESE de CAÑADA SECA, Provincia de BUENOS AIRES;DRCE
402;LAD;2627;EA. SAN PEDRO S.A.;02;20;1000x30;TIERRA;350 mts.;380127,00S;0614050,00W;4 Km al N de PERALTA, Provincia de BUENOS AIRES;DRCE
403;LAD;2628;EA. LA CATALINA;04;22;1200x40;TIERRA;70 mts.;342756,00S;0621040,00W;10 Km al SSW de DIEGO DE ALVEAR, Provincia de SANTA FE;DRCE
404;LAD;2629;AEROLITORAL;07;25;900x30;TIERRA;49 mts.;314815,00S;0590030,00W;7 Km al NE de VILLAGUAY, Provincia de ENTRE RÍOS;DRCE
405;LAD;2630;EA. LAS BALAS;03;21;1200x40;TIERRA;113 mts.;342200,00S;0613320,00W;14 Km al N de VEDIA, Provincia de BUENOS AIRES;DRCE
406;LAD;2631;EA. EL VERANO;18;36;1200x40;TIERRA;292 mts.;350501,00S;0651128,00W;6 Km al ENE de NUEVA GALIA, Provincia de SAN LUIS;DRCE
407;LAD;2632;EA. LA CORRENTINA;18;36;750x30;TIERRA;55 mts.;301337,00S;0584706,00W;17 Km al N de SAN JOSE DE FELICIANO, Provincia de ENTRE RÍOS;DRNE
408;LAD;2633;EA. LA MALENA;927;1,836;"1100x35
900x30";TIERRA;258 mts.;344759,00S;0645918,00W;37 Km al W de VILLA HUIDOBRO, Provincia de CÓRDOBA;DRCE
409;LAD;2634;ALUBIA;04;22;1200x30;TIERRA;700 mts.;253219,00S;0645009,00W;15 Km al ESE de METAN, Provincia de SALTA;DRNO
410;LAD;2635;EA. OMBUES;321;523;"824x47
1200x25";TIERRA;23 mts.;325438,00S;0584014,00W;18 Km al E de GUALEGUAYCHU, Provincia de ENTRE RÍOS;DRCE
411;LAD;2637;EA. EL SILENCIO;18;36;1100x30;TIERRA;128 mts.;344653,00S;0632830,00W;6 Km al SSE de HIPOLITO BOUCHARD, Provincia de CÓRDOBA;DRNO
412;LAD;2638;EA. LOS VASCOS;03;21;1000x50;TIERRA;90 mts.;321600,00S;0584200,00W;20 Km al N de HERRERA, Provincia de ENTRE RÍOS;DRCE
413;LAD;2639;EA. LAS NENAS;18;36;1240x30;TIERRA;163 mts.;370648,00S;0614230,00W;22 Km al SSE de HUANGUELEN, Provincia de BUENOS AIRES;DRCE
414;LAD;2640;EL PLUMERO;09;27;600x10;TIERRA;65 mts.;282826,00S;0573620,00W;33 Km al E de CONCEPCION, Provincia de CORRIENTES;DRNE
415;LAD;2641;EL FORTIN;09;27;600x10;TIERRA;60 mts.;282100,00S;0574200,00W;22 Km al ENE de CONCEPCIÓN , Provincia de CORRIENTES;DRNE
416;LAD;2642;EL TOURNE;03;21;660x18;TIERRA;56 mts.;281310,00S;0595730,00W;10 Km al NE de CAÑADA OMBU, Provincia de SANTA FE;DRNE
417;LAD;2643;TRES BOCAS;16;34;1200x23;TIERRA;54 mts.;284217,00S;0593943,00W;6 Km al NW de LOS LAPACHOS, Provincia de SANTA FE;DRNE
418;LAD;2644;LOS TUCANES;01;19;1080x40;TIERRA;365 mts.;270209,00S;0650926,00W;27 Km al SSE de TUCUMAN, Provincia de TUCUMAN;DRNO
419;LAD;2645;EL 86;18;36;1600x30;TIERRA;150 mts.;270122,36S;0620328,39W;45 Km al SW de SACHAYOJ, Provincia de SANTIAGO DEL ESTERO;DRNO
420;LAD;2646;EO. LOS MOLLES;05;23;800x20;TIERRA;164 mts.;373356,28S;0640532,00W;10 Km al N de PERU, Provincia de LA PAMPA;DRCE
421;LAD;2647;EA. EL CONSUELO;18;36;1200x40;TIERRA;221 mts.;341231,00S;0641845,00W;25 Km al NE de DEL CAMPILLO, Provincia de CÓRDOBA;DRNO
422;LAD;2648;EA. LA BARRANCOSA;18;36;1100x35;TIERRA;110 mts.;341225,00S;0622357,00W;5 Km al SSE de LAZARINO, Provincia de SANTA FE;DRCE
423;LAD;2649;EA. LA ARCADIA;04;22;1200x40;TIERRA;77 mts.;360003,00S;0604657,00W;6 Km al E de HALE, Provincia de BUENOS AIRES;DRCE
424;LAD;2650;EO. SAN RAMON;927;422;"1000x25
1000x25";TIERRA;381 mts.;495500,00S;0695500,00W;105 Km al WSW de PUERTO SAN JULIAN, Provincia de SANTA CRUZ;DRSU
425;LAD;2651;EA. EL CARMEN/ LA FLECHA S.A.;03;21;1000x50;TIERRA;90 mts.;323732,00S;0593009,00W;15 Km al NW de GALARZA, Provincia de ENTRE RÍOS;DRCE
426;LAD;2652;EA. EL PASTOR;18;36;1200x45;TIERRA;274 mts.;344721,00S;0650452,00W;6 Km al SW de LA PENCA, Provincia de CÓRDOBA;DRCE
427;LADH;2653;EO. SANTA MARIA;0;0;20x20;TIERRA;57 mts.;341800,00S;0600400,00W;5 Km al NE de GAHAN, Provincia de BUENOS AIRES;DRCE
428;LAD;2654;EA. AIDA;18;36;800x18;TIERRA;74 mts.;290654,00S;0615606,00W;2 Km al NNW de FORTIN INCA, Provincia de SANTIAGO DEL ESTERO;DRNO
429;LAD;2657;EO. SANTA BARBARA;03;21;1000x30;TIERRA;60 mts.;310842,00S;0581440,00W;6 Km al NW de LOS CHARRUAS, Provincia de ENTRE RÍOS;DRCE
430;LAD;2658;EO. COCHICO;18;36;1400x50;TIERRA;364 mts.;354207,00S;0671558,00W;6,6 Km al ENE de COCHICO, Provincia de MENDOZA;DRNO
431;LAD;2659;EA. CAPELEN;18;36;1400x50;TIERRA;465 mts.;335836,00S;0652556,00W;18 Km al S de LAVAISSE, Provincia de SAN LUIS;DRCE
432;LAD;2660;EA. ANDALEN;18;36;1800x50;TIERRA;266 mts.;365930,00S;0643519,00W;17 Km al NW de QUEHUE, Provincia de LA PAMPA;DRCE
433;LAD;2661;EO. JARIMAR;18;36;1200x25;TIERRA;626 mts.;330908,00S;0681858,00W;4 Km al ENE de ALTO VERDE, Provincia de MENDOZA;DRNO
434;LAD;2662;CAMPO GALLO;18;36;1290x94;TIERRA;185 mts.;263628,00S;0625039,00W;1 Km al S de CAMPO GALLO, Provincia de SANTIAGO DEL ESTERO;DRNO
435;LADH;2663;PIEDRA LUZ;0;0;10x10;TIERRA;1182 mts.;320258,00S;0644841,00W;"7,5 Km al NNW de YACANTO DE CALAMUCHITA,
Provincia de CÓRDOBA";DRNO
436;LAD;2664;EA. LA MACARENA;18;36;1200x35;TIERRA;336 mts.;340535,00S;0650056,00W;5,5 Km al E de MODESTINO PIZARRO, Provincia de CÓRDOBA;DRNO
437;LAD;2665;EA. CUPALEN;18;36;1000x40;TIERRA;16 mts.;324235,00S;0581739,00W;5 Km al SSE de COLONIIA  ELIA, Provincia de ENTRE RÍOS;DRCE
438;LAD;2666;QUIMILI;18;36;1500x30;CONCRETO;110 mts.;273927,00S;0622416,00W;2 Km al SE de QUIMILI, Provincia de SANTIAGO DEL ESTERO;DRNO
439;LAD;2667;EL DOS;18;36;660x30;TIERRA;507 mts.;331847,00S;0664212,00W;7 Km al WNW de BALDE, Provincia de SAN LUIS;DRNO
440;LAD;2668;LAS GAMAS;03;21;1070x30;TIERRA;53 mts.;292555,00S;0602138,00W;15 Km al WNW de VERA, Provincia de SANTA FE;DRNE
441;LAD;2669;VALLE HERMOSO;09;27;850x30;TIERRA;10 mts.;385655,00S;0610717,00W;12 Km al NE de VALLE HERMOSO, Provincia de BUENOS AIRES;DRCE
442;LAD;2670;EA. LAS GAMITAS;18;36;1500x30;TIERRA;97 mts.;283357,00S;0600318,00W;3 Km al WSW de GOLONDRINAS, Provincia de SANTA FE;DRNE
443;LAD;2671;EA. EL DESTINO;10;28;1500x50;TIERRA;41 mts.;384605,00S;0602610,00W;4,5 Km al S de COPETONAS, Provincia de BUENOS AIRES;DRCE
444;LAD;2672;EA. MOMENTOS;07;25;1500x40;TIERRA;20 mts.;371144,00S;0573451,00W;21 Km al SE de GRAL PIRAN, Provincia de BUENOS AIRES;DRCE
445;LAD;2673;EA. LOS CHARABONES;18;36;1300x30;TIERRA;59 mts.;290800,00S;0604056,00W;28 Km al SW de FORTIN OLMOS, Provincia de SANTA FE;DRNE
446;LAD;2674;BRITOS;08;26;800x20;TIERRA;36 mts.;351920,00S;0593619,00W;7 Km al SW de ERNESTINA, Provincia de BUENOS AIRES;DRCE
447;LAD;2676;EA. EL GUAPO;03;21;940x42;TIERRA;258 mts.;265727,00S;0642556,00W;23 Km al NNE de POZO HONDO, Provincia de SANTIAGO DEL ESTERO;DRNO
448;LAD;2677;EL BUFALO;14;32;1000x30;TIERRA;78 mts.;264848,60S;0593219,40W;2 Km al E de CAPITAN SOLARI, Provincia de CHACO;DRNE
449;LAD;2678;EA. LA CAROLINA;18;36;800x30;TIERRA;232 mts.;510335,00S;0701019,00W;92 Km al NW de RÍO GALLEGOS, Provincia de SANTA CRUZ;DRSU
450;LAD;2679;EA. LA VANGUARDIA;18;36;885x59;TIERRA;127 mts.;345006,00S;0633242,00W;13 Km al SSW de HIPOLITO BOUCHARD, Provincia de CÓRDOBA;DRNO
451;LAD;2680;SANTA ANA;18;36;956x59;TIERRA;138 mts.;322048,00S;0632832,00W;1,8 Km al W de MELO, Provincia de CÓRDOBA;DRNO
452;LAD;2681;LA PATRIA;02;20;1030x18;TIERRA;78 mts.;324220,00S;0611800,00W;5 Km al SE de BUSTINZA, Provincia de SANTA FE;DRCE
453;LADH;2682;BRIGADA AEREA POLICIAL;0;0;15x15;TIERRA;95 mts.;314007,00S;0604315,00W;4 Km al SW de SANTA FE , Provincia de SANTA FE;DRCE
454;LAD;2683;EA. TAPENAGA;16;34;1000x35;TIERRA;64 mts.;273300,00S;0594000,00W;9,5 Km al SW de COTE LAI, Provincia de CHACO;DRNE
455;LAD;2684;EO. SAN FABIAN;18;36;1360x30;TIERRA;167 mts.;341954,00S;0635917,00W;20 Km al NNW de JOVITA, Provincia de CÓRDOBA;DRNO
456;LAD;2685;CAMPO LA INVERNADA;18;36;800x12;TIERRA;60 mts.;275155,00S;0595523,00W;2 Km al ENE de LA SABANA, Provincia de CHACO;DRNE
